64.9013 111.779 1
482.298 566.649 0
402.542 349.258 1
779.742 253.946 1
449.801 645.802 0
51.9805 820.146 0
456.884 174.52 1
670.559 144.758 1
479.012 374.576 1
475.182 715.675 0
485.341 944.303 0
37.5943 398.494 1
360.037 339.457 1
521.849 305.421 1
530.941 27.8045 1
305.447 164.444 1
364.225 644.28 0
450.811 76.9501 1
665.614 73.7935 1
824.814 461.436 0
122.973 131.778 1
619.323 861.619 0
911.472 639.832 0
291.115 500.785 0
626.517 203.809 1
54.7699 710.187 0
85.673 26.1628 1
209.053 902.708 0
291.307 950.435 0
297.947 81.4363 1
121.373 245.236 1
426.95 47.3093 1
226.976 200.103 1
843.227 651.599 0
550.958 640.452 0
812.865 575.615 0
849.723 379.803 0
699.078 698.17 0
305.128 643.474 0
118.817 30.5243 1
505.208 864.486 0
20.178 720.546 0
596.36 288.959 1
200.626 883.388 0
478.367 894.124 0
899.294 58.4525 1
749.604 371.524 1
525.173 176.259 1
951.973 301.153 1
836.436 718.05 0
826.16 922.618 0
739.48 490.636 0
486.39 798.057 0
111.199 217.766 1
571.608 21.5293 1
862.812 445.991 0
503.666 487.765 0
834.767 428.82 0
517.774 971.905 0
184.597 854.832 0
16.0038 637.325 0
560.436 859.226 0
382.038 586.985 0
425.082 178.675 1
342.94 211.21 1
662.858 222.008 1
770.612 675.589 0
580.199 249.575 1
261.26 526.27 0
277.545 25.1085 1
277.095 89.4362 1
505.212 795.107 0
200.404 438.141 1
477.661 90.8023 1
461.048 811.286 0
630.15 908.067 0
780.776 167.462 1
431.446 115.452 1
142.988 961.573 0
726.839 395.41 0
864.466 633.043 0
339.889 17.8547 1
149.833 757.626 0
637.905 643.36 0
995.231 190.742 1
229.31 211.406 1
571.776 611.09 0
596.281 963.275 0
482.072 416.244 0
880.889 167.332 1
679.983 187.541 1
475.601 377.935 1
675.804 314.598 1
67.5861 144.042 1
807.812 287.537 1
815.075 270.681 1
127.574 370.022 1
893.236 424.359 0
311.673 513.547 0
482.482 866.454 0
121.11 457.802 1
937.421 506.584 0
882.795 937.11 0
438.665 572.555 0
217.909 966.377 0
866.764 56.6512 1
774.78 531.541 0
469.408 730.499 0
702.445 264.514 1
960.927 126.752 1
235.37 511.141 0
332.639 196.521 1
473.368 779.58 0
152.877 822.756 0
641.526 32.0563 1
282.379 954.705 0
176.716 778.704 0
358.196 918.858 0
78.3935 934.412 0
978.692 943.618 0
903.233 403.346 0
668.639 498.31 0
665.029 551.55 0
883.833 594.828 0
391.777 891.493 0
745.959 631.081 0
610.16 442.356 0
298.756 285.011 1
61.473 309.786 1
258.155 881.476 0
692.714 922.181 0
608.021 204.064 1
309.562 740.896 0
227.947 223.102 1
860.031 347.812 1
159.673 445.069 1
90.1316 435.989 1
692.617 26.4977 1
94.3843 271.801 1
410.934 44.9127 1
546.921 906.828 0
801.542 207.833 1
747.524 102.947 1
984.618 427.331 0
150.038 986.078 0
993.445 440.296 0
294.13 79.0429 1
247.437 764.045 0
269.517 525.495 0
251.122 231.859 1
488.948 275.428 1
352.687 399.681 1
762.622 688.095 0
423.821 359.438 1
920.618 952.753 0
297.092 807.464 0
873.915 81.9616 1
867.006 443.413 0
244.428 970.271 0
201.206 973.584 0
189.015 852.276 0
414.288 292.441 1
903.318 278.156 1
978.414 434.623 0
269.531 411.81 1
566.457 809.319 0
599.955 377.017 1
438.312 148.064 1
866.907 674.688 0
335.049 910.36 0
942.975 112.136 1
172.361 314.204 1
823.829 49.5387 1
666.574 734.454 0
572.049 481.428 0
660.045 440.609 0
933.25 357.157 0
268.253 849.504 0
790.685 716.2 0
903.185 216.039 1
801.336 698.918 0
445.351 155.986 1
149.675 605.566 0
37.8365 692.081 0
190.085 425.989 1
794.417 269.163 1
61.4027 974.625 0
952.279 431.659 0
11.7692 97.3557 1
7.73906 158.458 1
483.69 502.353 0
240.064 669.427 0
786.693 240.6 1
163.221 197.013 1
532.478 340.264 1
626.183 608.628 0
700.974 917.636 0
679.439 532.798 0
819.163 265.107 1
618.303 1.64531 1
507.299 8.13266 1
737.702 466.707 0
455.958 163.121 1
886.834 906.987 0
428.32 807.883 0
818.805 884.13 0
575.912 158.069 1
308.687 369.774 1
771.072 391.886 0
564.128 3.46262 1
927.55 878.957 0
218.114 896.391 0
506.994 887.524 0
313.292 225.185 1
607.345 494.195 0
202.303 276.294 1
630.915 286.793 1
858.273 130.048 1
342.127 352.318 1
509.035 524.442 0
307.063 749.726 0
608.425 120.662 1
571.462 686.16 0
255.413 192.568 1
894.789 955.873 0
779.354 288.902 1
322.907 370.878 1
869.847 484.502 0
26.836 782.37 0
209.488 735.493 0
560.419 544.602 0
232.189 114.863 1
92.059 626.06 0
821.835 593.941 0
314.643 33.5897 1
593.83 461.798 0
760.588 275.917 1
132.378 471.649 0
993.233 489.471 0
971.857 972.654 0
333.109 660.829 0
867.203 663.093 0
630.738 163.803 1
225.788 553.775 0
304.197 649.576 0
606.194 443.18 0
896.139 96.8762 1
856.791 358.805 0
533.832 825.803 0
889.421 145.468 1
467.528 107.524 1
568.88 494.111 0
527.255 198.885 1
713.863 513.569 0
859.049 377.426 0
633.234 540.503 0
187.063 61.3784 1
443.98 490.347 0
524.445 463.248 0
483.609 940.555 0
445.706 98.5032 1
727.551 691.598 0
814.914 301.427 1
973.365 498.435 0
674.659 766.008 0
578.163 445.451 0
269.272 12.0757 1
778.6 943.389 0
942.764 119.784 1
171.933 850.327 0
63.9661 919.608 0
957.825 644.297 0
629.631 974.433 0
662.286 491.365 0
469.108 806.577 0
151.599 984.961 0
105.572 179.101 1
65.85 441.633 1
802.05 977.058 0
523.972 460.624 0
221.657 394.452 1
314.227 391.069 1
806.996 225.627 1
0.817155 975.489 0
890.423 42.7153 1
297.52 837.282 0
26.3389 658.523 0
645.775 460.716 0
621.579 376.116 1
596.008 180.739 1
161.066 693.364 0
782.118 700.303 0
528.46 100.142 1
962.348 861.193 0
123.185 989.287 0
852.201 305.776 1
457.013 693.412 0
712.968 665.527 0
270.351 288.534 1
685.299 20.3499 1
310.045 661.993 0
79.6109 700.857 0
927.999 964.704 0
843.502 682.271 0
697.967 898.039 0
756.499 160.009 1
430.809 406.756 1
281.049 500.508 0
228.116 982.053 0
288.198 453.873 0
96.6751 522.384 0
795.83 972.209 0
408.331 396.98 1
678.643 567.409 0
611.336 343.44 1
145.757 44.7116 1
755.92 111.276 1
777.356 868.09 0
805.781 429.625 0
852.915 981.98 0
558.404 327.22 1
316.607 653.772 0
81.0783 953.625 0
928.301 5.60423 1
1.62525 778.721 0
702.98 79.8284 1
9.55899 934.752 0
564.998 875 0
674.759 141.048 1
318.781 340.144 1
612.982 178.506 1
968.537 198.573 1
985.5 172.871 1
138.831 196.266 1
201.316 245.275 1
45.1502 851.601 0
277.563 549.74 0
39.1023 362.517 1
775.854 875.365 0
603.655 423.295 0
250.923 818.819 0
874.083 909.68 0
341.021 362.885 1
375.925 733.942 0
35.4352 920.273 0
480.242 495.633 0
974.141 473.089 0
463.372 159.556 1
985.898 977.916 0
817.548 813.435 0
173.468 845.646 0
283.579 165.208 1
999.622 979.58 0
185.772 269.05 1
160.324 493.621 0
837.14 315.604 1
415.335 462.966 0
388.938 393.544 1
663.525 996.696 0
812.535 510.215 0
243.357 633.831 0
756.832 512.588 0
361.997 394.693 1
456.134 50.8835 1
388.132 161.938 1
462.649 40.5569 1
29.9096 241.853 1
613.557 843.693 0
159.554 436.619 1
661.682 347.78 1
5.79091 283.379 1
149.843 646.064 0
250.231 760.557 0
441.453 557.606 0
942.101 687.605 0
599.811 581.3 0
67.909 746.528 0
871.812 397.65 0
670.713 649.461 0
990.477 936.321 0
455.072 872.797 0
416.369 242.854 1
585.225 145.354 1
570.264 689.763 0
549.746 849.402 0
840.112 390.989 0
352.368 681.147 0
871.391 113.069 1
